Order Number,Company Name,Customer ID,Total Order Amount,Order Amount
56451,Canyon Motion Systems,1668040,332.46,9/18/24
56452,Urban Spokes Systems,4483475,412.86,9/18/24
56454,Wild Peaks Systems,6735430,167.6,9/18/24
56455,Wild Peaks Systems,6735430,167.6,9/18/24
56457,Iron Adventure Collective,2812637,1396.8,9/18/24
56458,Swift Outfitters Outdoors,1465820,477.45,9/18/24
56472,Trail Outfitters Outdoors,6748478,498.01,9/19/24
56473,Crimson Trails Works,6798693,573.4,9/19/24
56476,Swift Motion Works,4005760,123.2,9/19/24
56480,Rugged Adventure Inc,3166888,299.25,9/19/24
56482,Trail Peaks Group,6816636,141.2,9/20/24
56484,Iron Outfitters Group,6842176,224.19,9/20/24
56487,Urban Motion Systems,1121659,750.6,9/20/24
56488,Iron Peaks Studio,6895695,139.4,9/20/24
56491,Urban Peaks Inc,1255019,385.86,9/20/24
56496,Rugged Spokes Corp,4500563,3624.67,9/21/24
56513,Swift Riders Works,2178548,472.96,9/22/24
56527,Wild Motion Outdoors,1219441,1490.57,9/23/24
56531,Swift Peaks Inc,3333525,498.45,9/23/24
56534,Summit Motion Studio,2514947,341.2,9/23/24
56535,Summit Wheels Outdoors,5309180,394.65,9/23/24
56540,Trail Motion Co,3424254,367.65,9/23/24
56541,Urban Peaks LLC,6943408,198.8,9/23/24
56547,Iron Wheels Corp,4768121,946.2,9/24/24
56548,Summit Spokes Group,7019170,3486,9/24/24
56550,Summit Wheels Group,4221461,156.2,9/24/24
56552,Summit Spokes Group,7019170,680.57,9/24/24
56553,Trail Trails Works,7024334,780,9/24/24
56561,Crimson Peaks Outdoors,3844154,722.57,9/25/24
56570,Velvet Outfitters Group,5499827,729.08,9/25/24
56573,Swift Outfitters Outdoors,1465820,262.65,9/26/24
56574,Swift Outfitters Outdoors,1465820,346.65,9/26/24
56575,Swift Outfitters Outdoors,1465820,370.65,9/26/24
56577,Wild Peaks Collective,2285273,259.8,9/26/24
56578,Urban Cycles Corp,3926657,200,9/26/24
56579,Urban Gear Collective,3442305,1865.4,9/26/24
56587,Iron Motion Collective,7038971,242.72,9/27/24
56589,Trail Cycles Inc,2816943,123.2,9/27/24
56607,Canyon Adventure Inc,4657154,365.66,9/29/24
56622,Summit Adventure Collective,1668942,677.85,9/30/24
56630,Summit Gear Studio,7046175,175.77,9/30/24
56631,Summit Adventure LLC,5238296,287.13,9/30/24
56632,Velvet Peaks Corp,7077625,231.57,9/30/24
56633,Urban Peaks Systems,7103440,170.6,9/30/24
56634,Wild Adventure Group,3336530,261.66,9/30/24
56641,Trail Peaks Group,6816636,81.8,10/1/24
56642,Rugged Outfitters Group,7139668,282.12,10/1/24
56643,Summit Cycles Co,7151866,371.25,10/1/24
56648,Wild Trails Outdoors,7179192,267.74,10/1/24
56662,Trail Spokes Corp,3130500,392.97,10/1/24
56666,Crimson Trails Co,3020084,6377.22,10/2/24
56667,Crimson Outfitters Group,7216375,400.8,10/2/24
56672,Crimson Cycles Systems,6021040,271.2,10/2/24
56674,Wild Peaks Collective,2285273,1118.4,10/2/24
56682,Canyon Gear Corp,7219867,638.61,10/3/24
56684,Wild Outfitters Works,7286999,415.21,10/3/24
56685,Velvet Adventure Co,7293528,142.4,10/3/24
56687,Swift Trails Systems,7299539,264.33,10/4/24
56690,Canyon Spokes Works,1811506,225.26,10/4/24
56691,Velvet Motion Group,4927799,443.04,10/4/24
56694,Trail Cycles Co,4137454,2154.09,10/4/24
56699,Canyon Cycles LLC,1200842,1536,10/5/24
56703,Summit Cycles Corp,7306554,391.51,10/5/24
56728,Urban Gear Collective,3442305,621,10/7/24
56729,Swift Cycles LLC,5092084,689.24,10/7/24
56731,Iron Motion Corp,2546736,3384,10/7/24
56732,Summit Motion Outdoors,7313950,759.6,10/7/24
56737,Summit Peaks Collective,7331609,101,10/8/24
56738,Wild Riders Co,5759274,160.8,10/8/24
56740,Velvet Wheels Co,7356055,320.37,10/8/24
56741,Iron Trails Outdoors,1317818,424.21,10/8/24
56750,Crimson Wheels Outdoors,2888243,1559.9,10/8/24
56759,Iron Adventure Collective,2812637,6307.2,10/9/24
56777,Swift Outfitters Works,3501288,954.33,10/10/24
56779,Velvet Spokes Systems,7360873,5377.87,10/10/24
56782,Summit Cycles Works,3493113,194,10/10/24
56787,Urban Adventure Corp,1128931,714.95,10/10/24
56794,Trail Peaks Group,6816636,62.6,10/11/24
56801,Iron Wheels Outdoors,3665038,168.6,10/11/24
56803,Wild Peaks LLC,7390413,200,10/11/24
56811,Summit Riders Corp,2408467,419.4,10/12/24
56812,Summit Trails Inc,7414248,446.46,10/12/24
56877,Velvet Peaks Studio,4795897,482.85,10/15/24
56880,Summit Wheels Systems,7447489,296.26,10/15/24
56898,Wild Outfitters Group,1159124,487.64,10/16/24
56900,Iron Adventure Collective,2812637,8244,10/16/24
56903,Rugged Gear Inc,7479262,547.17,10/16/24
56908,Crimson Wheels Collective,2956409,171.8,10/16/24
56909,Wild Spokes Co,7525637,574.6,10/16/24
56912,Rugged Gear Inc,7479262,0,10/16/24
56918,Canyon Peaks Co,7550867,366.66,10/16/24
56921,Trail Outfitters Group,6258094,128,10/17/24
56924,Canyon Motion Studio,1675396,1794.6,10/17/24
56925,Summit Motion Studio,2514947,147.8,10/17/24
56928,Summit Trails Works,7578743,921.6,10/17/24
56929,Trail Gear Inc,2783242,537.35,10/17/24
56930,Summit Trails Works,7578743,203,10/17/24
56931,Urban Riders LLC,6196147,279.26,10/17/24
56934,Trail Adventure Outdoors,7598542,529.2,10/17/24
56945,Canyon Gear Studio,4615270,344.13,10/18/24
56948,Iron Gear Studio,7599104,101,10/18/24
56949,Canyon Cycles Outdoors,7607899,239.72,10/18/24
56959,Wild Trails Group,1248479,325.24,10/19/24
56961,Summit Spokes LLC,3850328,768,10/19/24
56971,Canyon Cycles Works,7635866,158.6,10/19/24
56974,Rugged Cycles Group,7666248,421.51,10/19/24
56984,Wild Riders Group,7672579,299.12,10/20/24
56993,Wild Wheels Studio,7677898,541.53,10/21/24
56999,Crimson Trails Outdoors,3453994,619.09,10/21/24
57000,Wild Motion Works,2798166,388.69,10/21/24
57005,Trail Gear Group,7689607,509.36,10/22/24
57008,Wild Peaks Systems,6735430,194,10/22/24
57013,Canyon Peaks Collective,5802054,182.6,10/22/24
57017,Trail Cycles LLC,5455306,248.27,10/22/24
57033,Wild Peaks Systems,6735430,237.98,10/23/24
57065,Urban Spokes Collective,2758156,745.46,10/23/24
57277,Urban Cycles Co,2227416,314.52,10/24/24
57297,Crimson Wheels Collective,2956409,65.6,10/24/24
57327,Crimson Peaks LLC,5755565,409.31,10/25/24
57331,Iron Wheels Corp,4768121,1459.8,10/25/24
57339,Iron Motion Inc,3205973,781.2,10/25/24
57365,Trail Peaks Studio,3337304,306.06,10/26/24
57401,Iron Riders LLC,2364374,434.21,10/28/24
57412,Wild Motion Corp,6603782,322.14,10/28/24
57431,Rugged Cycles Studio,5568360,448.17,10/29/24
57438,Summit Spokes Group,7019170,721.85,10/29/24
57440,Summit Motion Corp,3382959,311.6,10/29/24
57448,Trail Peaks Corp,7703740,309.45,10/30/24
57449,Canyon Adventure Systems,7706709,803.42,10/30/24
57453,Wild Spokes Studio,7719810,1570.8,10/30/24
57455,Urban Wheels Outdoors,4310390,177.8,10/30/24
57458,Urban Motion Group,7748867,1604.94,10/30/24
57459,Wild Peaks Co,7750477,266.16,10/30/24
57463,Summit Riders Studio,3902976,1968.6,10/30/24
57464,Urban Spokes Systems,4483475,405.36,10/30/24
57476,Summit Motion Corp,3382959,306.4,10/31/24
57500,Wild Riders Inc,6035512,558.06,11/1/24
57506,Rugged Cycles LLC,4013624,324.24,11/2/24
57508,Trail Adventure Corp,5482648,4.4,11/2/24
57510,Rugged Riders Corp,4072766,469.25,11/2/24
57514,Urban Motion Systems,1121659,652.01,11/2/24
57518,Summit Peaks Group,5095876,3795.21,11/3/24
57549,Rugged Adventure Corp,4667583,159.6,11/4/24
57553,Rugged Peaks Works,4497611,182,11/4/24
57556,Iron Gear Group,3837747,115.4,11/4/24
57565,Trail Wheels Group,3884476,548.24,11/5/24
57567,Iron Wheels Systems,3029003,372.96,11/5/24
57568,Wild Spokes Systems,2294806,219.67,11/5/24
57569,Summit Wheels Corp,7751069,463.23,11/5/24
57573,Iron Wheels Group,7766840,1273.75,11/6/24
57574,Iron Adventure Co,7767246,164,11/6/24
57575,Rugged Trails Group,7782393,141.8,11/6/24
57577,Canyon Spokes Group,7783985,515.8,11/6/24
57578,Summit Wheels Studio,7804802,736.14,11/6/24
57579,Canyon Spokes Group,7783985,54,11/6/24
57580,Iron Adventure Group,4779040,356.97,11/6/24
57582,Summit Adventure Outdoors,1923765,303.45,11/6/24
57585,Urban Motion Group,7748867,1006.86,11/7/24
57586,Wild Motion Outdoors,1219441,4376.54,11/7/24
57587,Velvet Outfitters LLC,3814247,1868.96,11/7/24
57590,Urban Riders LLC,6196147,375.65,11/7/24
57591,Swift Riders Outdoors,6596531,1197,11/7/24
57597,Iron Wheels Outdoors,3665038,218.88,11/7/24
57598,Urban Trails LLC,3263137,1718.4,11/7/24
57599,Urban Cycles Systems,2797334,816,11/7/24
57601,Iron Motion Corp,2546736,2428.8,11/7/24
57614,Canyon Peaks Works,1402143,344.4,11/8/24
57619,Velvet Trails Systems,1946734,453.52,11/9/24
57620,Wild Peaks LLC,7390413,133.4,11/9/24
57622,Iron Outfitters Collective,4120635,715.11,11/9/24
57624,Velvet Motion Group,4927799,174.2,11/9/24
57632,Velvet Adventure Corp,5784795,648.08,11/10/24
57633,Velvet Outfitters Group,5499827,762.05,11/10/24
57639,Velvet Outfitters Corp,2407581,1309.02,11/11/24
57640,Summit Trails Studio,7824616,410.94,11/11/24
57641,Trail Cycles Group,2230965,129.8,11/11/24
57643,Iron Adventure Studio,7838108,298.14,11/11/24
57649,Trail Motion Co,3424254,126.2,11/12/24
57652,Velvet Gear Group,1237289,801.21,11/12/24
57653,Swift Gear Group,3621923,278.25,11/12/24
57654,Iron Wheels Studio,7853612,194.6,11/12/24
57655,Swift Outfitters Works,3501288,955.06,11/12/24
57657,Wild Riders Co,5759274,310.56,11/12/24
57661,Wild Gear Systems,4401290,285.68,11/12/24
57662,Urban Trails Collective,2358152,800.46,11/13/24
57666,Iron Motion Inc,3205973,341.76,11/13/24
57669,Wild Motion Studio,1398859,558.13,11/13/24
57672,Iron Riders Outdoors,7878436,1775.83,11/14/24
57673,Wild Trails LLC,2469428,1285.8,11/14/24
57674,Canyon Adventure Corp,2257403,46.4,11/14/24
57678,Canyon Trails Collective,4951166,336.47,11/14/24
57680,Swift Wheels Works,1020349,212.16,11/14/24
57684,Urban Adventure Group,5087978,2456,11/14/24
57685,Rugged Spokes Corp,4500563,3218.1,11/14/24
57693,Wild Peaks Co,7750477,117.2,11/15/24
57698,Rugged Wheels Systems,2642940,255.07,11/16/24
57708,Swift Outfitters Group,7900435,197,11/17/24
57718,Crimson Trails Outdoors,3453994,77,11/18/24
57720,Iron Gear Group,3837747,0,11/18/24
57721,Wild Peaks Systems,6735430,111.2,11/18/24
57725,Iron Wheels Corp,4768121,1444.8,11/18/24
57726,Swift Spokes Group,3217982,1190.4,11/18/24
57727,Crimson Trails Works,6798693,113,11/18/24
57728,Summit Motion Corp,3382959,246.6,11/18/24
57729,Crimson Trails Works,6798693,0,11/18/24
57733,Rugged Gear Works,1053474,486.48,11/18/24
57735,Crimson Outfitters Corp,7924290,483.8,11/18/24
57739,Swift Adventure Corp,6216422,433.42,11/19/24
57740,Summit Peaks Studio,7925390,433.69,11/19/24
57741,Trail Peaks Collective,7941755,283.16,11/19/24
57742,Swift Spokes Corp,6201343,405.56,11/19/24
57743,Swift Spokes LLC,7957980,252.42,11/19/24
57745,Wild Riders Outdoors,7961194,345.71,11/19/24
57746,Trail Motion Systems,4753113,525.95,11/19/24
57747,Wild Spokes Systems,2294806,393.49,11/19/24
57750,Summit Cycles LLC,5450462,152.6,11/19/24
57754,Velvet Motion Studio,6208076,1137.6,11/19/24
57825,Crimson Gear Inc,2791000,87.79,11/20/24
57837,Rugged Trails Systems,1251423,722.83,11/20/24
57847,Trail Riders Co,7961815,1032.37,11/20/24
57848,Canyon Riders Co,4900249,241.76,11/20/24
57858,Wild Adventure Collective,7978888,104.35,11/20/24
57873,Urban Peaks Outdoors,5565446,326.25,11/20/24
57887,Urban Riders Co,7989952,463.76,11/20/24
57900,Trail Gear Works,8000851,172.78,11/20/24
57937,Trail Motion Group,1163295,921.6,11/21/24
57938,Trail Cycles Inc,2816943,173.96,11/21/24
57944,Canyon Motion Co,8024046,506.82,11/21/24
57962,Rugged Outfitters Collective,2277258,611.36,11/22/24
57963,Swift Gear Works,8036280,52.67,11/22/24
57977,Velvet Gear Group,1237289,586.01,11/23/24
57985,Canyon Outfitters LLC,8041003,199.02,11/24/24
57988,Trail Motion Group,1163295,220.08,11/25/24
57989,Trail Motion Group,1163295,238.08,11/25/24
57991,Swift Gear Systems,8060752,196.68,11/25/24
57993,Summit Trails Inc,7414248,486.48,11/25/24
57995,Urban Riders Collective,6019775,528.64,11/25/24
58009,Crimson Spokes Systems,8081978,341.82,11/26/24
58010,Wild Cycles Studio,8085728,141.14,11/26/24
58014,Velvet Trails Co,2410623,1414.42,11/26/24
58016,Summit Adventure Collective,1668942,394.02,11/27/24
58017,Summit Adventure Collective,1668942,586.02,11/27/24
58018,Urban Adventure Corp,1128931,698.38,11/27/24
58027,Urban Adventure Collective,8146656,771.24,11/27/24
58028,Summit Wheels Outdoors,5309180,356.82,11/27/24
58048,Rugged Riders Collective,8157537,277.16,11/29/24
58064,Velvet Wheels Corp,8157728,274.09,11/30/24
58076,Trail Adventure Outdoors,7598542,565.09,12/2/24
58080,Swift Outfitters Works,3501288,2937.55,12/2/24
58081,Summit Motion Studio,2514947,358.62,12/2/24
58085,Urban Cycles Corp,3926657,131.88,12/2/24
58086,Canyon Riders Co,4900249,89.96,12/2/24
58087,Iron Wheels Corp,4768121,1095,12/2/24
58093,Velvet Outfitters Group,5499827,1854.06,12/2/24
58096,Rugged Spokes Group,8267931,259.09,12/3/24
58097,Wild Spokes Systems,2294806,201.49,12/3/24
58105,Canyon Spokes Works,1811506,373.16,12/3/24
58106,Crimson Outfitters Systems,8282921,243.42,12/3/24
58107,Velvet Riders Collective,8329197,897.6,12/3/24
58113,Wild Motion Inc,1770232,993.6,12/4/24
58118,Trail Motion Co,3424254,176.82,12/4/24
58119,Summit Riders Studio,3902976,681.49,12/4/24
58121,Wild Spokes Systems,2294806,242.89,12/4/24
58122,Urban Gear Collective,3442305,2034,12/4/24
58134,Urban Gear Co,8341546,1304.59,12/5/24
58137,Summit Spokes Group,7019170,1242,12/5/24
58139,Crimson Peaks Co,2415119,339,12/5/24
58141,Swift Riders Group,1378543,293.72,12/5/24
58143,Urban Peaks Works,8358315,150.71,12/5/24
58152,Swift Riders Works,2178548,409.52,12/6/24
58153,Iron Peaks Studio,6895695,75.99,12/6/24
58162,Urban Cycles Studio,8379029,134.35,12/7/24
58163,Trail Cycles Inc,2816943,154.91,12/7/24
58164,Wild Riders Inc,6035512,228.56,12/7/24
58178,Canyon Motion Collective,1398957,172.22,12/8/24
58180,Iron Riders Systems,8381664,141.71,12/8/24
58190,Trail Motion Group,1163295,392.36,12/9/24
58191,Trail Outfitters Collective,8383081,428.4,12/9/24
58192,Trail Outfitters Collective,8383081,409.2,12/9/24
58193,Trail Outfitters Collective,8383081,227.4,12/9/24
58194,Trail Outfitters Collective,8383081,428.4,12/9/24
58195,Velvet Peaks Corp,7077625,224.89,12/9/24
58196,Summit Motion Corp,3382959,236.95,12/9/24
58198,Trail Outfitters Collective,8383081,428.4,12/9/24
58199,Trail Outfitters Collective,8383081,304.2,12/9/24
58200,Trail Outfitters Collective,8383081,227.4,12/9/24
58201,Trail Outfitters Collective,8383081,227.4,12/9/24
58202,Trail Outfitters Collective,8383081,227.4,12/9/24
58203,Trail Outfitters Collective,8383081,409.2,12/9/24
58204,Trail Outfitters Collective,8383081,285,12/9/24
58205,Trail Outfitters Collective,8383081,326.4,12/9/24
58206,Trail Outfitters Collective,8383081,326.4,12/9/24
58267,Swift Adventure Studio,8401008,214.99,12/10/24
58272,Swift Motion Studio,6356332,161.96,12/10/24
58276,Canyon Motion Outdoors,8401460,370.09,12/10/24
58277,Urban Peaks Inc,1255019,214.63,12/10/24
58281,Urban Adventure Group,5087978,332.8,12/10/24
58284,Wild Spokes Systems,2294806,143.89,12/10/24
58299,Urban Riders Group,8412307,239.63,12/11/24
58302,Summit Adventure Collective,1668942,0,12/11/24
58303,Canyon Wheels Works,4123035,849.6,12/11/24
58310,Urban Spokes Inc,8417821,124.8,12/11/24
58319,Rugged Spokes Systems,8437653,410.37,12/12/24
58324,Iron Riders LLC,2364374,597.72,12/12/24
58327,Iron Motion Group,3045824,615.45,12/12/24
58329,Wild Trails Group,1248479,293.29,12/12/24
58331,Velvet Adventure Co,7293528,292.68,12/12/24
58345,Trail Motion Works,8447954,282.91,12/13/24
58368,Urban Cycles Works,4106322,381.85,12/16/24
58370,Rugged Motion Outdoors,1056050,298.17,12/16/24
58372,Summit Motion Studio,2514947,141.4,12/16/24
58374,Trail Gear Corp,1879198,559.62,12/16/24
58377,Summit Wheels LLC,2116369,163.8,12/16/24
58381,Summit Outfitters Group,4574224,9308.27,12/16/24
58384,Summit Outfitters Group,4574224,2718.91,12/16/24
58387,Summit Riders LLC,8472776,210.83,12/17/24
58391,Summit Motion Corp,3382959,207.16,12/17/24
58392,Wild Spokes Systems,2294806,103.68,12/17/24
58395,Canyon Cycles LLC,1200842,786,12/17/24
58397,Canyon Motion Group,8480343,569.11,12/17/24
58403,Velvet Spokes Inc,8481721,149.08,12/18/24
58405,Trail Motion Co,3424254,123.19,12/18/24
58407,Rugged Gear Inc,7479262,135.58,12/18/24
58409,Iron Spokes Studio,8564791,601.6,12/18/24
58412,Wild Motion Outdoors,1219441,2419.81,12/19/24
58415,Wild Spokes Systems,2294806,248.89,12/19/24
58419,Wild Adventure Co,8571995,281.28,12/19/24
58420,Urban Outfitters Inc,8585554,392.28,12/19/24
58421,Summit Motion Systems,2404243,387.48,12/19/24
58422,Rugged Peaks Systems,8625831,345.67,12/19/24
58425,Swift Outfitters Works,3501288,1380.22,12/20/24
58429,Urban Outfitters Inc,8585554,54,12/20/24
58430,Rugged Peaks Works,4497611,96.61,12/20/24
58449,Urban Wheels Outdoors,4310390,498.48,12/26/24
58450,Crimson Spokes Collective,8670518,214.99,12/26/24
58464,Wild Riders Studio,2747054,46.72,12/30/24
58465,Summit Motion Studio,2514947,482.82,12/30/24
58466,Crimson Motion Group,1682530,161.64,12/30/24
58467,Wild Riders Inc,6035512,337.76,12/30/24
58469,Trail Cycles Group,2230965,587.97,12/30/24
58488,Urban Motion Systems,1121659,263.69,1/2/25
58497,Summit Outfitters Group,4574224,4928.3,1/3/25
58499,Crimson Spokes LLC,5967590,141.06,1/4/25
58500,Iron Trails Works,8715646,161.59,1/4/25
58505,Trail Peaks Co,6322574,595.68,1/5/25
58514,Trail Gear Co,5326624,308.98,1/6/25
58515,Velvet Outfitters Co,5658132,713.91,1/6/25
58518,Canyon Cycles LLC,1200842,1950,1/7/25
58526,Rugged Motion Group,8717213,524.22,1/8/25
58528,Rugged Gear Co,8776013,554.48,1/8/25
58529,Velvet Gear Studio,3322902,238.22,1/8/25
58532,Swift Outfitters Works,3501288,944.49,1/9/25
58533,Wild Cycles Corp,8777872,375.08,1/9/25
58535,Iron Wheels Systems,3029003,289.16,1/9/25
58544,Summit Peaks Group,5095876,2844.83,1/12/25
58558,Canyon Cycles LLC,1200842,1242,1/13/25
58561,Canyon Wheels Outdoors,1783522,9068.84,1/14/25
58564,Wild Motion Studio,1398859,822.56,1/14/25
58569,Crimson Gear Co,5605278,319.6,1/15/25
58570,Iron Spokes Outdoors,3721200,338.36,1/15/25
58574,Trail Cycles Inc,2816943,170.96,1/15/25
58581,Swift Outfitters Outdoors,1465820,835.8,1/17/25
58582,Summit Gear Co,8779713,199.68,1/17/25
58583,Trail Spokes Co,5148022,239.63,1/17/25
58589,Iron Trails Outdoors,1317818,420.56,1/18/25
58599,Velvet Outfitters Group,5499827,1766.03,1/19/25
58604,Iron Adventure Collective,2812637,212.4,1/21/25
58605,Iron Adventure Collective,2812637,212.4,1/21/25
58606,Iron Motion Corp,2546736,3359.4,1/21/25
58607,Iron Motion Corp,2546736,1606.2,1/21/25
58614,Crimson Adventure Group,8782066,4858.2,1/22/25
58616,Urban Peaks Works,8358315,125.7,1/23/25
58619,Swift Wheels Works,1020349,281.92,1/23/25
58620,Trail Wheels Inc,5369153,237.29,1/24/25
58622,Crimson Trails Collective,8809075,238.58,1/24/25
58626,Summit Riders Corp,2408467,303.35,1/25/25
58634,Crimson Outfitters Systems,8282921,210,1/27/25
58635,Summit Trails Works,7578743,0,1/27/25
58639,Wild Outfitters Works,7286999,264.98,1/27/25
58642,Swift Adventure Works,8845120,1185.13,1/28/25
58646,Velvet Spokes Inc,8481721,72,1/28/25
58647,Wild Wheels Studio,7677898,47.21,1/28/25
58672,Wild Peaks LLC,7390413,160.73,1/29/25
58673,Urban Cycles Collective,8847407,965.87,1/30/25
58683,Iron Spokes Collective,3915308,174.98,1/30/25
58685,Urban Gear Collective,3442305,564.95,1/30/25
58688,Canyon Motion Systems,1668040,558.35,1/30/25
58705,Summit Peaks Group,5095876,907.21,2/2/25
58710,Summit Wheels Corp,7751069,468.35,2/2/25
58719,Summit Motion Corp,3382959,321.01,2/3/25
58724,Summit Wheels Corp,7751069,0,2/3/25
58726,Iron Gear Group,3837747,200.37,2/3/25
58732,Iron Adventure Systems,8857404,309.88,2/4/25
58734,Summit Spokes Group,7019170,396,2/4/25
58736,Wild Riders Studio,2747054,0,2/4/25
58739,Wild Motion Outdoors,1219441,4414.72,2/5/25
58741,Iron Motion Inc,3205973,527.75,2/5/25
58747,Trail Peaks Studio,3337304,231.95,2/6/25
58750,Summit Peaks Systems,8867520,213.29,2/6/25
58752,Urban Trails Collective,2358152,4682.72,2/7/25
58757,Summit Outfitters Group,4574224,3064.82,2/7/25
58758,Wild Gear Systems,4401290,208.28,2/7/25
58764,Crimson Cycles LLC,8874574,696.67,2/8/25
58785,Iron Wheels Corp,4768121,756.6,2/11/25
58787,Swift Motion Corp,4092995,1327.15,2/11/25
58790,Crimson Motion Systems,6393140,202.28,2/12/25
58792,Canyon Wheels Co,8881743,316.57,2/12/25
58794,Velvet Gear Studio,3322902,181.44,2/12/25
58795,Swift Adventure Collective,8884310,303.4,2/13/25
58796,Swift Adventure Collective,8884310,159,2/13/25
58798,Wild Spokes Systems,2294806,147.9,2/13/25
58801,Canyon Spokes Collective,8887876,77.76,2/13/25
58807,Iron Motion Collective,7038971,206.18,2/14/25
58811,Canyon Gear Co,8891962,272.69,2/15/25
58812,Urban Riders LLC,6196147,273.25,2/15/25
58827,Velvet Spokes Outdoors,4590236,835.2,2/18/25
58828,Rugged Peaks Works,4497611,23.42,2/18/25
58839,Trail Motion Studio,8900823,2430.13,2/20/25
58843,Canyon Cycles LLC,1200842,2304,2/20/25
58861,Crimson Wheels Group,8901047,373.06,2/24/25
58867,Swift Spokes Systems,1144409,6.87,2/25/25
58871,Wild Spokes Systems,2294806,433.58,2/25/25
58877,Canyon Cycles Collective,8901724,207.35,2/26/25
58880,Trail Outfitters Systems,8904599,468.35,2/26/25
58884,Wild Peaks Co,7750477,72.73,2/27/25
58887,Trail Outfitters Systems,8904599,0,2/27/25
58888,Swift Adventure Systems,2813383,2664,2/27/25
58891,Iron Motion Studio,3655951,763.8,2/27/25
58915,Canyon Adventure Inc,4657154,837,3/2/25
58917,Dicks Sporting Good,3825890,20068.96,3/2/25
58922,Summit Spokes Group,7019170,315.38,3/3/25
58925,Summit Wheels Outdoors,5309180,231.89,3/3/25
58929,Trail Cycles Group,2230965,185.41,3/3/25
58939,Wild Adventure Group,3336530,544.35,3/4/25
58941,Urban Adventure Corp,1128931,296.82,3/4/25
58944,Rugged Gear Corp,8907708,502.28,3/4/25
58945,Canyon Cycles LLC,1200842,1242,3/5/25
58971,Velvet Gear Co,8951733,539.78,3/6/25
58973,Wild Outfitters Works,7286999,285.14,3/6/25
58976,Iron Adventure Inc,8954145,1011,3/6/25
58980,Wild Motion Outdoors,1219441,2708.25,3/7/25
58984,Summit Wheels Collective,6237631,571.49,3/7/25
58986,Rugged Spokes Corp,4500563,3635.3,3/7/25
59014,Rugged Cycles Group,7666248,454.8,3/10/25
59019,Summit Spokes Group,7019170,72,3/10/25
59026,Iron Peaks Co,8984707,1891.78,3/11/25
59032,Trail Trails Works,7024334,783.6,3/11/25
59040,Canyon Adventure Corp,2257403,41.05,3/12/25
59042,Wild Spokes Systems,2294806,545.78,3/12/25
59043,Iron Wheels Corp,4768121,1045.2,3/12/25
59048,Rugged Cycles Corp,8985157,892.2,3/12/25
59049,Iron Adventure Outdoors,3494987,2553.42,3/13/25
59051,Swift Trails LLC,2558399,1206,3/13/25
59059,Summit Trails Corp,9060543,768,3/13/25
59060,Wild Peaks Systems,6735430,266.15,3/13/25
59065,Rugged Riders Corp,4072766,353.51,3/13/25
59068,Urban Trails Collective,2358152,742.8,3/14/25
59070,Crimson Cycles Systems,6021040,205.2,3/14/25
59071,Rugged Trails Group,7782393,83.76,3/14/25
59077,Iron Spokes Outdoors,3721200,291.98,3/15/25
59081,Wild Riders Inc,6035512,351.98,3/16/25
59085,Swift Outfitters Studio,9071191,541.49,3/16/25
59090,Crimson Outfitters Systems,8282921,164.81,3/17/25
59092,Canyon Cycles Corp,9085774,760.8,3/17/25
59093,Wild Riders Co,5759274,349.2,3/17/25
59094,Velvet Gear Studio,3322902,145.75,3/17/25
59096,Velvet Spokes Co,9100443,1115.7,3/18/25
59097,Velvet Outfitters LLC,3814247,1904.42,3/18/25
59102,Wild Spokes Systems,2294806,258.95,3/18/25
59103,Wild Spokes Systems,2294806,180.98,3/18/25
59106,Urban Peaks Inc,1255019,344.79,3/18/25
59107,Iron Trails Corp,3627968,494.18,3/19/25
59110,Velvet Gear Collective,9106238,540.95,3/19/25
59114,Wild Spokes Systems,2294806,269.78,3/19/25
59115,Summit Adventure Collective,1668942,139.61,3/19/25
59116,Rugged Spokes Systems,8437653,340.48,3/19/25
59117,Wild Peaks Systems,6735430,183.98,3/19/25
59121,Crimson Wheels Outdoors,2888243,4560.48,3/19/25
59123,Canyon Cycles LLC,1200842,2883.6,3/20/25
59128,Canyon Cycles Inc,9109317,124.55,3/20/25
59129,Summit Outfitters Studio,2301777,961.2,3/20/25
59130,Swift Trails Corp,9124239,110.22,3/20/25
59132,Iron Peaks LLC,2236936,707.22,3/20/25
59134,Canyon Motion LLC,3413366,528.68,3/20/25
59135,Trail Motion Outdoors,9128912,1478.46,3/20/25
59137,Rugged Adventure Works,3979459,588.85,3/20/25
59142,Iron Outfitters Group,6842176,294.35,3/21/25
59143,Iron Peaks Works,9182403,660.13,3/21/25
59146,Urban Outfitters LLC,5992954,554.18,3/21/25
59151,Trail Motion Systems,4753113,512.09,3/22/25
59152,Velvet Trails Systems,1946734,331.72,3/22/25
59157,Rugged Outfitters Collective,2277258,312.25,3/22/25
59174,Urban Outfitters LLC,5992954,0,3/24/25
59176,Urban Riders LLC,6196147,224.04,3/24/25
59177,Summit Motion Corp,3382959,411.28,3/24/25
59180,Urban Riders Collective,6019775,182.92,3/24/25
59185,Canyon Adventure Studio,5062961,318.35,3/24/25
59190,Swift Trails Corp,9124239,106.2,3/24/25
59193,Velvet Peaks LLC,9186509,116.27,3/25/25
59195,Canyon Motion Outdoors,8401460,170.68,3/25/25
59197,Summit Adventure Collective,1668942,176.69,3/25/25
